,name,site,list
1229,IL10RA_gene,c,"['HIL-10R', 'IL10R', 'IL10R1']"
1230,IL10RA_gene,d,"['interleukin 10 receptor,']"
1231,IL10RB_gene,c,"['IL10R2', 'IL-10R2']"
1232,IL12B_gene,c,"['interleukin 12, p40', 'natural killer cell stimulatory factor-2']"
1233,IL13_gene,c,"['allergic rhinitis', 'P600']"
1234,IL13RA1_gene,c,['NR4']
1235,IL16_gene,c,['LCF']
1236,IL17A_gene,c,['IL17']
1237,IL17C_gene,c,['CX2']
1238,IL17D_gene,c,['IL27']
1239,IL17F_gene,c,['ML1']
1240,IL17F_wt_Allele,c,['ML-1']
1241,IL17RB_gene,c,['CRL4']
1242,IL18R1_gene,c,['CD218a']
1243,IL19_gene,c,"['INTERLEUKIN 19', 'NG.1']"
1244,IL1F10_gene,c,['INTERLEUKIN 38']
1245,IL1R1_gene,c,['INTERLEUKIN RECEPTOR']
1246,IL1RAPL1_gene,d,['Interleukin-1 receptor 8']
1247,IL1RL1_gene,c,"['INTERLEUKIN RECEPTOR', 'ST2L', 'FIT-1']"
1248,IL1RN_gene,c,['INTERLEUKIN RECEPTOR ANTAGONIST']
1249,IL1RN_gene,d,['IL-1ra']
1250,IL22RA2_gene,c,['INTERLEUKIN 22-BINDING PROTEIN']
1251,IL23A_gene,c,['IL23P19']
1252,IL23A_wt_Allele,c,['P19']
1253,IL24_gene,c,['mda-7']
1254,IL24_wt_Allele,c,['C49A']
1255,IL25_gene,d,['IL-17E']
1256,IL26_gene,c,['AK155']
1257,IL27_gene,d,['IL-30']
1258,IL27_gene,c,['IL27p28']
1259,IL27RA_gene,d,['IL-27 receptor']
1260,IL27RA_gene,c,"['TCCR', 'WSX-1']"
1261,IL2RA_gene,c,"['ILRECEPTOR', 'T-CELL GROWTH FACTOR RECEPTOR']"
1262,IL2RA_gene,d,"['Tac antigen,']"
1263,IL2RB_gene,c,['Interleukin Receptor beta Chain gene']
1264,IL2RB_wt_Allele,c,['P70-75']
1265,IL2RG_gene,c,"['Common Cytokine Receptor Gamma Chain gene', 'INTERLEUKIN RECEPTOR, GAMMA-C', 'Common Gamma Chain gene']"
1266,IL3_gene,c,['hematopoietic growth factor']
1267,IL31RA_gene,c,['GPL']
1268,IL32_gene,c,"['TAIF', 'NK4']"
1269,IL32_gene,d,['natural killer cell transcript 4']
1270,IL36RN_gene,d,['IL-36 receptor antagonist']
1271,IL4R_gene,c,['B cell growth factor RECEPTOR']
1272,IL5_gene,c,['B cell differentiation factor I']
1273,IL5RA_gene,c,['Interleukin Receptor gene']
1274,IL6_gene,c,['B-CELL DIFFERENTIATION FACTOR']
1275,IL6R_gene,c,['INTERLEUKIN RECEPTOR']
1276,IL6ST_gene,c,"['gp130, oncostatin M receptor']"
1277,ILF2_gene,c,['NF45']
1278,ILF3_gene,c,"['NF90', 'NFAR-1', 'NFAR']"
1279,ILK_gene,c,['p59']
1280,ILVBL_gene,c,['AHAS']
1281,IMMT_gene,c,"['P87', 'P89', 'HMP', 'Myocardial PROTEIN']"
1282,Immune_response_gene,c,['Host response Genes']
1283,IMPA1_gene,c,['IMP']
1284,IMPACT_gene,c,['IMPACT']
1285,IMPDH1_gene,c,['IMPD']
1286,INAFM2_gene,c,['OGU1']
1287,INHBA_gene,c,['ERYTHROID DIFFERENTIATION FACTOR']
1288,INIP_gene,c,['MISE']
1289,INPP5D_gene,c,['SHIP1']
1290,INPP5D_gene,d,['SH2 domain-containing inositol phosphatase']
1291,INPPL1_gene,c,"[""SHdomain-containing inositol 5'-phosphatase 2"", 'SHIP2']"
1292,INSIG1_gene,c,['CL-6']
1293,INSL6_gene,c,['RIF1']
1294,INSM1_gene,c,"['IA-1', 'IA1']"
1295,INSYN1_gene,c,['C15ORF59']
1296,Interleukin_12_Gene,c,"['pIL-12', 'IL-gene', 'Plasmid IL-12']"
1297,INTS1_gene,c,['INT1']
1298,INTS11_gene,c,['RC-68']
1299,INTS2_gene,c,['INT2']
1300,INTS6_gene,c,"['HDB', 'DICE1']"
1301,INTS6_gene,d,['Deleted in breast cancer 1']
1302,INTS9_gene,c,['RC-74']
1303,INVS_gene,c,['INV']
1304,IPO5_gene,c,"['Pse1', 'IMPORTIN 5']"
1305,IPO5_gene,d,['Kap beta 3']
1306,IPO7_gene,c,['Imp7']
1307,IQGAP1_gene,c,['SAR1']
1308,IRAK1_gene,c,['IRAK']
1309,IREB2_gene,c,['IRP2']
1310,IRF4_gene,c,"['MUM1', 'LSIRF']"
1311,IRF6_wt_Allele,c,"['LPS', 'PIT']"
1312,IRF8_gene,c,['ICSBP']
1313,IRF9_gene,c,"['ISGF3-GAMMA', 'INTERFERON-STIMULATED GENE FACTOR 3', 'ISGF3G', 'p48', 'ISGF3']"
1314,IRGC_gene,c,['CINEMA']
1315,ISG15_gene,c,['G1P2']
1316,ISG20_gene,c,['HEM45']
1317,ITCH_gene,c,['AIP4']
1318,ITFG1_gene,c,['T cell immunomodulatory protein']
1319,ITGA2_gene,c,['GP Ia']
1320,ITGA2B_gene,c,"['PLATELET GLYCOPROTEIN IIb', 'GP IIb']"
1321,ITGA2B_wt_Allele,c,"['GT', 'GTA']"
1322,ITGA3_gene,c,['VCA-2']
1323,ITGA4_gene,c,['antigen CD49D']
1324,ITGA9_gene,c,['RLC']
1325,ITGAE_gene,d,['alphaE integrin']
1326,ITGB1_gene,c,['CD29']
1327,ITGB2_wt_Allele,c,['MAC-1']
1328,ITGB3_gene,c,"['GPIIIa gene', 'PLATELET GLYCOPROTEIN IIIa']"
1329,ITGB3_wt_Allele,c,['GT']
1330,ITGBL1_gene,c,['TIED']
1331,ITIH2_gene,c,['H2P']
1332,ITLN1_gene,c,['HL-1']
1333,ITLN2_gene,c,['HL2']
1334,ITM2B_gene,c,['BRI']
1335,ITM2C_gene,c,['E25']
1336,ITPR1_gene,c,"['ACV', 'IP3R1', 'IP3R']"
1337,ITPR1_wt_Allele,c,['ACV']
1338,ITPRID2_gene,c,"['cleavage signal-protein', 'CS1', 'SSFA2']"
1339,ITSN1_gene,d,['SH3 domain-containing proteins']
1340,ITSN2_gene,c,"['SWA', 'SWAP']"
1341,IVD_gene,c,['IVD']
1342,IVNS1ABP_gene,c,"['NS-1', 'NS1-BINDING PROTEIN']"
1343,IZUMO1_gene,c,['OBF']
1344,IZUMO1R_gene,c,['FOLATE RECEPTOR 4']
1345,JADE3_gene,c,['KIAA0215']
1346,JAG1_wt_Allele,c,['AGS']
1347,JAG2_gene,c,['SER2']
1348,JARID2_gene,d,['JMJD2']
1349,JCHAIN_gene,c,['IGJ']
1350,JMJD6_gene,c,['PSR']
1351,JPH1_gene,c,['JP1']
1352,JPH2_gene,c,"['JP2', 'JP-2']"
1353,JPT1_gene,c,['HN1']
1354,JTB_gene,c,['PAR']
1355,JTB_wt_Allele,c,"['BPAR', 'PAR']"
1356,JUN_gene,c,"['ACTIVATOR PROTEIN 1', 'AP1']"
1357,JUND_gene,c,['activator protein 1']
1358,JUP_gene,d,['plakoglobin']
1359,KALRN_gene,c,['DUO']
1360,KANTR_gene,c,['Spasm']
1361,KARS_gene,c,['lysyl-tRNA synthetase']
1362,KAT2A_gene,c,['GCN5']
1363,KAT2B_gene,c,"['GCN5', 'PCAF', 'p300/CBP-ASSOCIATED FACTOR', 'P/CAF']"
1364,KAT5_gene,d,['HIV-1 Tat interacting protein Tip60.']
1365,KAT5_wt_Allele,c,['TIP']
1366,KAT6B_gene,c,['MORF']
1367,KAT8_gene,c,['hMOF']
1368,KCNA1_gene,c,['KV1.1']
1369,KCNA2_gene,c,['KV1.2']
1370,KCNA3_gene,c,['KV1.3']
1371,KCNA4_gene,c,"['POTASSIUM CHANNEL, CARDIAC', 'Kv1.4']"
1372,KCNA5_gene,d,['PBC-1']
1373,KCNA5_gene,c,['Kv1.5']
1374,KCNA7_gene,c,['Kv1.7']
1375,KCNB1_gene,c,['KV2.1']
1376,KCNC4_gene,c,['Kv3.4']
1377,KCND1_gene,c,['Kv4.1']
1378,KCND3_gene,c,['Kv4.3']
1379,KCNG1_gene,c,['K13']
1380,KCNH1_gene,c,['EAG']
1381,KCNH2_gene,c,"['HUMAN ETHER-A-GO-GO-RELATED GENE', 'HERG']"
1382,KCNH3_gene,c,['BEC1']
1383,KCNH7_gene,c,['ERG3']
1384,KCNIP3_gene,c,['DREAM']
1385,KCNJ11_gene,c,['BIR']
1386,KCNJ16_gene,c,['KIR5.1']
1387,KCNJ2_gene,c,['IRK1']
1388,KCNJ3_gene,c,['KGA']
1389,KCNJ8_gene,c,['Kir6.1']
1390,KCNK1_gene,c,['K2P1']
1391,KCNK15_gene,c,['TASK-5']
1392,KCNK16_gene,c,['TALK-1']
1393,KCNK17_gene,c,['TASK-4']
1394,KCNK2_gene,c,['TREK']
1395,KCNK3_gene,c,['TASK-1']
1396,KCNK5_gene,c,['TASK-2']
1397,KCNMA1_gene,c,"['BK channel alpha subunit', 'SLO']"
1398,KCNN2_gene,c,['SK2']
1399,KCNN3_gene,c,['SK3']
1400,KCNN4_gene,c,"['KCA3.1', 'IK']"
1401,KCNQ1_gene,c,"['KVLQT1', 'Kv7.1']"
1402,KCNQ1_wt_Allele,c,['Kv7.1']
1403,KCNQ4_gene,c,['Kv7.4']
1404,KCNQ5_gene,c,['Kv7.5']
1405,KCNS2_gene,c,['KV9.2']
1406,KCNS3_gene,c,['KV9.3']
1407,KCNT1_gene,c,['SLACK']
1408,KCTD11_gene,c,['REN']
1409,KDM1A_gene,c,['LSD1']
1410,KDM1A_gene,d,['lysine-specific demethylase 1']
1411,KDM2A_gene,c,['lysine demethylase 2A']
1412,KDM4A_gene,c,['JMJD2A']
1413,KDM4B_gene,c,['JMJD2B']
1414,KDM4B_gene,d,['jumonji domain-containing protein 2B']
1415,KDM4E_gene,c,['JMJD2E']
1416,KDM5C_gene,c,"['SMCX', 'JARID1C']"
1417,KDM5D_gene,c,"['HISTOCOMPATIBILITY Y ANTIGEN', 'HY', 'HYA', 'SMCY']"
1418,KDM5D_gene,d,"['H-Y antigen,']"
1419,KDM6A_gene,c,['UTX']
1420,KDM6B_gene,c,['JMJD3']
1421,KDM8_gene,c,['JMJD5']
1422,KDR_gene,c,"['VEGF Receptor 2', 'Vascular Endothelial Cell Growth Factor Receptor 2', 'VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2', 'fetal liver kinase 1']"
1423,KHDRBS1_gene,c,"['SAM68', 'p62']"
1424,KHDRBS2_gene,c,['SLM1']
1425,KHDRBS3_gene,c,"['SALP', 'SLM2', 'SLM-2', 'ETOILE']"
1426,KIAA0753_gene,c,['MNR']
1427,KIAA1109_gene,c,['FSA']
1428,KIAA1211_gene,c,['CRAD']
1429,KIAA1217_gene,c,['SKT']
1430,KIDINS220_gene,c,['ARMS']
1431,KIF15_gene,d,['kinesin-like protein 2']
1432,KIF1BP_gene,c,['KBP']
1433,KIF22_gene,c,"['KID', 'OBP', 'OBP-1', 'ORIP-BINDING PROTEIN', 'OBP-2']"
1434,KIF5B_gene,c,"['KINH', 'KNS']"
1435,KIFAP3_gene,c,"['KAP-1', 'FLA3']"
1436,KIR2DL1_gene,c,"['CD158A', 'cl-42', 'p58.1']"
1437,KIR2DL2_gene,c,['CD158B1']
1438,KIR2DL3_gene,c,"['cl-6', 'NKAT2']"
1439,KIR2DL5A_gene,c,['KIR2DL5']
1440,KIR2DL5B_gene,c,['KIR2DL5']
1441,KIR2DP1_gene,c,['KIRZ']
1442,KIR2DS4_gene,c,['cl-39']
1443,KIR3DL1_gene,c,"['cl-11', 'NKB1', 'cl-2']"
1444,KIR3DL2_gene,c,['cl-5']
1445,KIT_gene,c,"['SCFR', 'PBT']"
1446,KIT_gene,d,['stem cell factor receptor c-Kit.']
1447,KITLG_gene,c,['KL-1']
1448,KITLG_gene,d,['SLF gene']
1449,KLC1_gene,c,['KINESIN 2']
1450,KLF13_gene,d,['RFLAT-1']
1451,KLF2_gene,c,"['LKLF', 'lung Kruppel-like factor']"
1452,KLF4_gene,d,['gut-enriched Kruppel-like factor']
1453,KLF5_gene,c,"['IKLF', 'BTEB2']"
1454,KLF6_gene,c,['GBF']
1455,KLF9_gene,c,['BTEB']
1456,KLHDC10_gene,c,['slim']
1457,KLHL2_gene,c,['MAV']
1458,KLHL41_gene,c,['SARCOSIN']
1459,KLK1_gene,c,"['KALLIKREIN, TISSUE']"
1460,KLK11_gene,d,['trypsin-like serine protease kallikrein-8']
1461,KLK3_gene,d,['PSA']
1462,KLK4_gene,c,['PSTS']
1463,KLK6_wt_Allele,c,['hK6']
1464,KLK8_gene,c,['HNP']
1465,KLKB1_gene,d,['prekallikrein']
1466,KLRA1P_gene,c,['LY49']
1467,KLRB1_gene,c,"['NKR-P1A', 'NKRP1A']"
1468,KLRC1_gene,c,"['CD159a', 'NKG2A', 'NKG2']"
1469,KLRC2_gene,c,['NKG2C']
1470,KLRC4_gene,c,['NKG2F']
1471,KLRD1_gene,c,['NK Cell Receptor gene']
1472,KLRF1_gene,c,['NKp80']
1473,KLRG1_gene,c,['MAFA']
1474,KLRK1_gene,c,"['CD314', 'NKG2D', 'KLR']"
1475,KMT2A_gene,c,"['MLL1', 'MLL Gene', 'HRX', 'ALL-1']"
1476,KMT2A_gene,d,['MLL']
1477,KMT2B_gene,c,"['MLL4', 'MLL2', 'lysine methyltransferase 2B']"
1478,KMT2B_gene,d,['lysine-specific methyltransferase 2B']
1479,KMT2C_gene,c,"['MLL3', 'lysine methyltransferase 2C']"
1480,KMT2D_gene,c,"['MLL2', 'MLL4']"
1481,KMT2D_wt_Allele,c,['KMS']
1482,KMT2E_gene,c,['MLL5']
1483,KMT5A_gene,c,"['SETD8', 'PR-Set7']"
1484,KMT5B_gene,c,['SUV420H1']
1485,KNDC1_gene,c,['Very-KIND']
1486,KNG1_gene,c,"['LK', 'BRADYKININ', 'KININOGEN', 'HMWK', 'BK']"
1487,KNG1_wt_Allele,c,"['HK', 'BK']"
1488,KNL1_gene,d,['HLA-D40.']
1489,KPNA1_gene,c,"['NPI-1', 'IPOA5']"
1490,KPNA2_gene,c,['RCH1']
1491,KPNA2_gene,d,['importin-alpha1']
1492,KPNA3_gene,c,['hSRP1']
1493,KPNA4_gene,c,"['QIP1', 'IMPORTIN ALPHA-3']"
1494,KPNA6_gene,c,['IMPORTIN ALPHA-7']
1495,KPTN_gene,d,['MAb 2E4']
1496,KRAS_gene,c,"['Ki-RAS','K-ras']"
1497,KRAS_wt_Allele,c,"['NS3', 'NS']"
1498,KRT1_gene,c,"['CK1', 'K1', 'cytokeratins 1']"
1499,KRT1_gene,d,"['cytokeratin fragment 21-1,']"
1500,KRT10_gene,c,"['cytokeratins 10', 'CK10', 'K10']"
1501,KRT12_gene,c,['K12']
1502,KRT13_gene,c,"['cytokeratins 13', 'CK13', 'K13']"
1503,KRT13_gene,d,['cytokeratin 13']
1504,KRT14_gene,c,['K14']
1505,KRT15_gene,c,['K15']
1506,KRT15_gene,d,['cytokeratin 15.']
1507,KRT17_gene,c,"['CK17', 'K17']"
1508,KRT17_wt_Allele,c,['PC2']
1509,KRT18_gene,c,"['K18', 'cytokeratins 18', 'CK18']"
1510,KRT18_gene,d,['cytokeratin 8/18.']
1511,KRT19_gene,c,"['cytokeratins 19', 'K19']"
1512,KRT2_gene,d,['HCV-K2']
1513,KRT2_gene,c,['KERATIN 2e']
1514,KRT20_gene,d,['cytokeratin 20.']
1515,KRT24_gene,c,['K24']
1516,KRT27_gene,c,"['K27', 'K10B']"
1517,KRT3_gene,c,"['KB3', 'K3']"
1518,KRT3_gene,d,"['cytokeratin (CK) AE1/3,']"
1519,KRT31_gene,c,"['K31', 'HA1', 'Ha-1']"
1520,KRT32_gene,c,"['Ha-2', 'K32']"
1521,KRT34_gene,c,"['K34', 'Ha-4']"
1522,KRT35_gene,c,['Ha-5']
1523,KRT37_gene,c,"['K37', 'HA7']"
1524,KRT38_gene,c,['K38']
1525,KRT39_gene,c,['K39']
1526,KRT4_gene,c,"['cytokeratins 4', 'K4', 'CK4']"
1527,KRT4_gene,d,['cytokeratin 4']
1528,KRT40_gene,d,['40-kilodalton cytokeratin']
1529,KRT41P_gene,c,['HHaA']
1530,KRT5_gene,c,['K5']
1531,KRT6A_gene,c,['K6A']
1532,KRT6B_gene,c,['K6B']
1533,KRT6C_gene,c,['KRT6E']
1534,KRT7_gene,d,"['Sarcolectin', 'simple epithelial keratins']"
1535,KRT7_gene,c,['SARCOLECTIN']
1536,KRT71_gene,c,['K71']
1537,KRT72_gene,c,"['K72', 'KRT6']"
1538,KRT73_gene,c,['K73']
1539,KRT74_gene,c,['K74']
1540,KRT75_gene,c,['K75']
1541,KRT76_gene,c,"['K2P', 'KB9']"
1542,KRT77_gene,c,['K77']
1543,KRT78_gene,c,['K78']
1544,KRT8_gene,c,"['cytokeratins 8', 'K8', 'KO', 'CK8']"
1545,KRT80_gene,c,['K80']
1546,KRT81_gene,c,['K81']
1547,KRT82_gene,c,"['Hb-2', 'HB2']"
1548,KRT83_gene,c,"['K2.10', 'Hb-3', 'HB3']"
1549,KRT84_gene,c,['Hb-4']
1550,KRT85_gene,c,['Hb-5']
1551,KRT86_gene,c,['K86']
1552,KRT88P_gene,c,['HBC']
1553,KRT9_gene,c,"['cytokeratin 9', 'K9']"
1554,KRT90P_gene,c,['HBA']
1555,KRTAP1_1_gene,c,['KAP1.1']
1556,KYAT1_gene,c,['KATI']
1557,L1RE1_gene,c,"['L1.2', 'LRE1']"
1558,L3MBTL1_gene,c,['L3MBTL']
1559,LAIR1_gene,c,['CD305']
1560,LAMA1_gene,c,['LAMININ A']
1561,LAMA2_gene,c,['MEROSIN']
1562,LAMA4_gene,c,['LAMA3']
1563,LAMB2_gene,c,['LAMS']
1564,LAMP1_gene,c,['CD107A']
1565,LAMP3_Gene,c,"['CD208', 'DC-LAMP', 'DCLAMP']"
1566,LAMTOR2_gene,c,['endosomal adaptor protein']
1567,LAMTOR3_gene,c,['MP1']
1568,LAMTOR5_gene,d,"['HBX-interacting protein.', 'immunohistochemical (IHC) staining of HBXIP protein.']"
1569,LAMTOR5_gene,c,"['HBXIP', 'XIP']"
1570,LANCL2_gene,c,['TASP']
1571,LAP3_gene,c,"['PEPS', 'PEPTIDASE S']"
1572,LAP3_gene,d,['s) of cysteine proteinase']
1573,LAPTM5_gene,c,['E3']
1574,LARGE1_gene,c,['Great gene']
1575,LARP6_gene,c,['ACHN']
1576,LARP7_gene,c,['PIP7S']
1577,LARS_gene,c,"['LRS', 'LEUS']"
1578,LATS1_gene,c,['WARTS']
1579,LATS1_wt_Allele,c,"['WTS', 'WARTS']"
1580,LAX1_gene,c,['LAX']
1581,LCN1_gene,d,"['tear lipocalin,']"
1582,LCN2_gene,d,['neutrophil gelatinase-associated lipocalin']
1583,LCN2_gene,c,['NGAL']
1584,LCP1_gene,c,['LPL']
1585,LCS1_gene,c,"['CHSL', 'LCS']"
1586,LCT_gene,c,['LAC']
1587,LCT_gene,d,['lactase']
1588,LDB3_gene,d,['Cypher']
1589,LDLR_gene,c,['familial hypercholesterolemia']
1590,LDLRAD4_gene,c,['clone 22']
1591,LDLRAP1_gene,c,['ARH']
1592,LEMD1_gene,c,['CT50']
1593,LEMD3_gene,c,['MAN1']
1594,LENEP_gene,c,['LEP503']
1595,LEP_wt_Allele,c,['OBS']
1596,LEPR_wt_Allele,c,"['OBR', 'OB-R']"
1597,LETMD1_gene,c,"['human cervical cancer oncogene', 'HCCR']"
1598,LGALS1_gene,c,"['GAL1', 'GALECTIN 1']"
1599,LGALS2_gene,c,['HL14']
1600,LGALS3_gene,c,"['Galectin gene', 'GALECTIN 3', 'MAC-2']"
1601,LGALS3BP_gene,c,"['M2BP', '90K', 'gp90', 'Mac-2-binding protein']"
1602,LGALS4_gene,c,['GAL4']
1603,LGALS7_gene,d,['Galectin-7']
1604,LGALS7_gene,c,['PIG1']
1605,LGALS8_gene,d,"['galectin-8,']"
1606,LGALS9_gene,d,['galectin-9']
1607,LGALSL_gene,c,['HSPC159']
1608,LGMN_gene,c,['AEP']
1609,LHB_gene,c,['LHB']
1610,LHX1_gene,c,['LIM-1']
1611,LHX2_gene,c,['LH2']
1612,LIAS_gene,c,['LAS']
1613,LIF_gene,d,['DIF']
1614,LIF_wt_Allele,c,['DIA']
1615,LIFR_gene,c,['CD118']
1616,LIFR_wt_Allele,c,['SWS']
1617,Ligand_Binding_Protein_Gene,c,['Binding Protein Gene']
1618,Ligase_Gene,c,['Synthetase Gene']
1619,LILRA4_gene,d,['ILT7']
1620,LILRA4_gene,c,"['CD85g', 'ILT7']"
1621,LILRB1_gene,c,"['LIR1', 'MIR-7', 'ILT2']"
1622,LILRB2_gene,c,['ILT4']
1623,LILRB2_gene,d,"['immunoglobulin-like transcript (ILT) receptor 4,']"
1624,LILRB3_gene,c,"['HL9', 'PIR-B']"
1625,LILRB4_gene,c,['ILT3']
1626,LIMA1_gene,c,['EPLIN']
1627,LIMS1_gene,c,['PINCH']
1628,LIMS1_wt_Allele,c,['PINCH']
1629,LIN28A_gene,c,['LIN28']
1630,LIN7A_gene,c,['MALS-1']
1631,LIN7B_gene,c,['MALS-2']
1632,LIN7C_gene,c,['MALS-3']
1633,LIN9_gene,c,['TGS']
1634,LINC00293_gene,c,['BEYLA']
1635,LINC00312_gene,c,['NAG7']
1636,LINC00893_gene,c,['gene W']
1637,LINC01150_gene,c,['2G7']
1638,LINC01194_gene,c,['TAG']
1639,LINC01194_gene,d,['tumor antigen']
1640,LINC01554_gene,c,['FIS']
1641,LINC02580_gene,c,['AC093609.1']
1642,LIPA_gene,c,"['LAL','LIPA']"
1643,LIPA_gene,d,['cholesterol esterases']
1644,LIPE_gene,c,['HSL']
1645,LIPG_gene,c,"['EL', 'EDL']"
1646,LIPH_gene,c,['phospholipase A(1)']
1647,LITAF_gene,d,['SIMPLE']
1648,LLCFC1_gene,c,['CTM-1']
1649,LMAN1_gene,c,"['ERGIC-53', 'gp58']"
1650,LMBR1_gene,c,['ACHP']
1651,LMLN_gene,c,['Gp63']
1652,LMNA_gene,d,['prelamin A']
1653,LMNA_gene,c,['LMNC']
1654,LMNA_wt_Allele,c,"['FPL', 'FPLD', 'IDC']"
1655,LMNB1_wt_Allele,c,"['ADLD', 'LMN']"
1656,LMO1_gene,c,"['TTG1', 'RBTN1']"
1657,LMOD1_gene,c,"['1D', 'D1']"
1658,LMX1A_gene,c,['LMX1']
1659,LNCAROD_gene,c,['A-ROD']
1660,LNPK_gene,c,"['LNP1', 'LNP']"
1661,LNX1_gene,c,['LNX']
1662,LONP1_gene,c,['LON']
1663,LOR_wt_Allele,c,['LRN']
1664,LOXL1_gene,c,['LOL']
1665,LOXL2_gene,c,['LOR']
1666,LPCAT3_gene,c,['C3F']
1667,LPO_gene,c,['SPO']
1668,LRBA_gene,c,"['LBA', 'BGL']"
1669,LRG1_gene,c,"['LRG', 'leucine rich alpha glycoprotein']"
1670,LRMP_gene,c,['JAW1']
1671,LRP1_gene,d,"['LRP-mediated', 'receptor-binding of alpha 2-macroglobulin.', 'apolipoprotein receptors.']"
1672,LRP2_wt_Allele,c,['DBS']
1673,LRPAP1_gene,c,"['MRAP', 'RAP']"
1674,LRRC15_gene,c,['LIB']
1675,LRRC25_gene,c,['MAPA']
1676,LRRC32_gene,c,['GARP']
1677,LRRC4B_gene,c,['HSM']
1678,LRRC7_gene,d,"['Densin-180,']"
1679,LRRC8A_gene,c,"['SWELL1', 'LRRC8']"
1680,LRRFIP1_gene,c,['FLAP-1']
1681,LRSAM1_gene,c,['TAL']
1682,LRWD1_gene,c,['ORCA']
1683,LSM14A_gene,c,['RAP55']
1684,LSP1_gene,d,"['lymphocyte-specific tyrosine protein kinase,']"
1685,LSP1_gene,c,['pp52']
1686,LSS_gene,c,['OSC']
1687,LTB4R_gene,c,"['BLTR', 'BLT1']"
1688,LTB4R_wt_Allele,c,"['BLT', 'BLTR']"
1689,LTB4R2_gene,c,['BLT2']
1690,LTF_gene,c,['LF']
1691,LTK_gene,c,['TYK1']
1692,LTO1_gene,c,['ORAOV1']
1693,LUARIS_gene,c,['lncRNA#32']
1694,LUC7L3_gene,c,"['hLuc7A', 'LUClike pre-mRNA splicing factor']"
1695,LUM_gene,c,['LDC']
1696,LUZP4_gene,c,"['HOM-TES-85', 'CT-8']"
1697,LXN_gene,c,"['ECI', 'TCI']"
1698,LY6E_gene,c,['SCA-2']
1699,LY6G6D_gene,c,['MEGT1']
1700,LY6G6E_gene,c,['G6E']
1701,LY6G6F_gene,c,['G6f']
1702,LY6K_wt_Allele,c,['CO16']
1703,LY75_gene,c,"['GP200-MR6', 'DEC-205', 'CD205']"
1704,LY86_gene,c,"['MD-1', 'MD1']"
1705,LY9_gene,c,['CD229']
1706,LY96_gene,c,"['MD-2', 'MD2']"
1707,LYVE1_wt_Allele,c,['HAR']
1708,LYZL2_gene,c,['LYSOZYME 2']
1709,LZTS1_gene,c,['F37']
1710,MAD1L1_gene,d,"['yeast MAD1,']"
1711,MAD2L1BP_gene,d,["DC-HR' CmT2"]
1712,MAG_wt_Allele,c,['GMA']
1713,MAGT1_wt_Allele,c,['XMEN']
1714,MAP3K14_gene,c,['serine/threonine protein-kinase']
1715,MAP3K5_wt_Allele,d,['ask']
1716,MAP4_wt_Allele,c,['MAP-4']
1717,MAP4K5_gene,d,"['BAL-KHs', 'GCKR']"
1718,MAPK1_wt_Allele,c,"['p38','p41','p40','p38']"
1719,MAPK11_gene,d,['p38']
1720,MAPK15_gene,d,['/p38 mitogen-activated protein kinase-mediated phosphorylations at serine-15/-46 residues']
1721,MAPK6_gene,d,['ERK-primed GSK-3 substrates']
1722,MAPK8IP1_gene,c,['IB1']
1723,MAPK8IP2_gene,c,['IB2']
1724,MAPKAP1_gene,d,['MIP1-alpha']
1725,MARK2_gene,d,"['mark2-', 'serine-threonine kinase Akt']"
1726,MASP1_gene,d,['MASP-2']
1727,MAVS_gene,d,['Cardif']
1728,MBTPS1_gene,d,"['SKI-DLCL-1 cell line', 'novel cleavage sites for HIV-1 protease', 'HBV S1p']"
1729,MBTPS2_gene,d,['the pooled sample variance S2p as a random variable.']
1730,MC2R_gene,d,[' the mouse ACTH receptor']
1731,MCM3AP_gene,d,['Ganp']
1732,MCM8_gene,d,['HIV-Rec-children']
1733,MCTS1_gene,d,['Inhibition of MCT1 activity']
1734,MCUR1_gene,d,['MCUR1']
1735,MDH2_wt_Allele,c,['M-MDH']
1736,MDK_wt_Allele,c,['MK']
1737,ME1_gene,d,"['MES-SA uterine sarcoma cells', 'the combined vaccine candidate mT+mE1,']"
1738,METTL3_gene,d,['m6A']
1739,MFAP1_gene,d,['AMP-HPV']
1740,MFAP2_gene,d,['anti-MAGP']
1741,MFN2_wt_Allele,c,['HSG']
1742,MFSD6_gene,d,['MMR2']
1743,MGLL_gene,c,['MGL']
1744,MGP_gene,d,"['with C-MGP,']"
1745,MGP_wt_Allele,c,['NTI']
1746,MIA_gene,d,['the MIA-QSAR procedure.']
1747,MIA3_gene,d,['by Tango']
1748,MIB1_gene,d,['DIP-1']
1749,MICA_wt_Allele,c,['MIC-A']
1750,MID1_gene,c,"['Median 1','middle 1']"
1751,MID2_gene,c,['Median 2']
1752,MINK1_gene,d,['HLA-B55.']
1753,MIOS_gene,d,['MIO-M1']
1754,MIR17_gene,d,['circulating level of 17 BART microRNAs']
1755,MIR18A_wt_Allele,c,['MicroRNA 18']
1756,MIR215_gene,d,['215 differentially regulated miRNAs at the most acute stage of infection']
1757,MIR22_gene,d,['predominant expression of 22 miRNAs']
1758,MIR25_gene,d,"['25% of total cellular miRNAs', '25 types of pre-miRNAs']"
1759,MIR30C1_wt_Allele,c,['mir-30c-1']
1760,MIR31_gene,d,['A total of 31 miRNAs']
